App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Amazing Assistant 4,Works perfectly on my device. No issues at all.,Positive,0.813,0.5074
Amazing Assistant 4,Excellent features and intuitive interface.,Positive,0.8399,0.7501
Smart Monitor 2,Not worth the download. Save your time.,Negative,-0.7911,0.6678
Smart Monitor 2,Best app in this category. Highly recommended!,Positive,0.8066,0.6717
Smart Monitor 2,Very frustrating experience using this app.,Negative,-0.6075,0.5057
Smart Monitor 2,I'm having issues with the latest update.,Negative,-0.8756,0.7747
Smart Monitor 2,"It works, but there are better alternatives.",Neutral,0.3199,0.4996
Smart Monitor 2,It's alright for occasional use.,Neutral,-0.2958,0.9771
Smart Monitor 2,Not worth the download. Save your time.,Negative,-0.9391,0.7161
Smart Monitor 2,The app is very helpful and well designed.,Positive,0.6939,0.3708
Smart Monitor 2,Very frustrating experience using this app.,Negative,-0.8093,0.8894
Smart Monitor 2,"Some features are good, others need work.",Neutral,-0.1891,0.446
Fantastic Calculator 1,Not worth the download. Save your time.,Negative,-0.6665,0.4636
Fantastic Calculator 1,This app is exactly what I was looking for!,Positive,0.8128,0.6467
Fantastic Calculator 1,Works perfectly on my device. No issues at all.,Positive,0.7192,0.6866
Fantastic Calculator 1,The app is very helpful and well designed.,Positive,0.7339,0.703
Fantastic Calculator 1,Best app in this category. Highly recommended!,Positive,0.9103,0.6158
Fantastic Calculator 1,This app keeps crashing on my device.,Negative,-0.5321,0.8441
Fantastic Calculator 1,Very useful and easy to use.,Positive,0.5175,0.4827
Fantastic Calculator 1,This app is exactly what I was looking for!,Positive,0.9932,0.6654
Fantastic Calculator 1,The app is very slow and buggy.,Negative,-0.9222,0.7413
Fantastic Calculator 1,Didn't work as advertised. Uninstalled.,Negative,-0.7174,0.8061
Ultimate Compass 5,Best app in this category. Highly recommended!,Positive,0.6202,0.5511
Ultimate Compass 5,Acceptable performance with some minor issues.,Neutral,-0.3369,0.5008
Ultimate Compass 5,Best app in this category. Highly recommended!,Positive,0.769,0.8032
Ultimate Compass 5,Amazing performance and great UI.,Positive,0.9053,0.5883
Ultimate Compass 5,Didn't work as advertised. Uninstalled.,Negative,-0.5115,0.491
Ultimate Compass 5,Great app! Love it!,Positive,0.6205,0.7788
Ultimate Compass 5,The app is very helpful and well designed.,Positive,0.7915,0.3487
Ultimate Compass 5,Excellent features and intuitive interface.,Positive,0.7275,0.5035
Ultimate Compass 5,Very useful and easy to use.,Positive,0.9621,0.6537
Ultimate Compass 5,This app is amazing. I use it every day.,Positive,0.6331,0.7223
Pro Tracker 1,I'm having issues with the latest update.,Negative,-0.8267,0.8851
Pro Tracker 1,Didn't work as advertised. Uninstalled.,Negative,-0.7581,0.4529
Pro Tracker 1,I'm having issues with the latest update.,Negative,-0.81,0.9043
Pro Tracker 1,Needs a lot of improvements.,Negative,-0.8528,0.8343
Pro Tracker 1,Didn't work as advertised. Uninstalled.,Negative,-0.8886,0.3896
Pro Tracker 1,Works perfectly on my device. No issues at all.,Positive,0.7606,0.945
Pro Tracker 1,I'm having issues with the latest update.,Negative,-0.6242,0.4498
Pro Tracker 1,I'm having issues with the latest update.,Negative,-0.633,0.6605
Pro Tracker 1,"Very disappointing, too many ads.",Negative,-0.9408,0.4755
Pro Tracker 1,The app is very helpful and well designed.,Positive,0.968,0.3959
Super Manager 2,This app is exactly what I was looking for!,Positive,0.8773,0.8051
Super Manager 2,This app is amazing. I use it every day.,Positive,0.7382,0.335
Super Manager 2,I'm having issues with the latest update.,Negative,-0.8417,0.7483
Super Manager 2,This app is exactly what I was looking for!,Positive,0.958,0.8449
Super Manager 2,This app is exactly what I was looking for!,Positive,0.9186,0.7291
Super Manager 2,Amazing performance and great UI.,Positive,0.8491,0.9483
Super Manager 2,"Very disappointing, too many ads.",Negative,-0.8894,0.5291
Super Manager 2,The app is very helpful and well designed.,Positive,0.6636,0.7399
Super Manager 2,Very useful and easy to use.,Positive,0.9654,0.6991
Super Manager 2,The app is very slow and buggy.,Negative,-0.5384,0.8237
Ultimate Compass 2,I'm having issues with the latest update.,Negative,-0.7183,0.834
Ultimate Compass 2,This app is exactly what I was looking for!,Positive,0.7582,0.3663
Ultimate Compass 2,Best app in this category. Highly recommended!,Positive,0.6859,0.3198
Ultimate Compass 2,Best app in this category. Highly recommended!,Positive,0.901,0.8088
Ultimate Compass 2,The app is very slow and buggy.,Negative,-0.8133,0.9122
Ultimate Compass 2,The app is very helpful and well designed.,Positive,0.6817,0.8111
Ultimate Compass 2,Excellent features and intuitive interface.,Positive,0.8066,0.8332
Ultimate Compass 2,Best app in this category. Highly recommended!,Positive,0.9676,0.5093
Ultimate Compass 2,I'm very satisfied with this app.,Positive,0.7933,0.7291
Ultimate Compass 2,I'm having issues with the latest update.,Negative,-0.7661,0.5936
Fantastic Assistant 8,Excellent features and intuitive interface.,Positive,0.8071,0.4444
Fantastic Assistant 8,Works perfectly on my device. No issues at all.,Positive,0.9486,0.3953
Fantastic Assistant 8,Excellent features and intuitive interface.,Positive,0.6948,0.7839
Fantastic Assistant 8,Needs a lot of improvements.,Negative,-0.6545,0.6648
Fantastic Assistant 8,It's alright for occasional use.,Neutral,0.2333,0.9688
Fantastic Assistant 8,Very useful and easy to use.,Positive,0.875,0.4929
Fantastic Assistant 8,Best app in this category. Highly recommended!,Positive,0.7175,0.6911
Fantastic Assistant 8,Excellent features and intuitive interface.,Positive,0.8825,0.411
Fantastic Assistant 8,Works perfectly on my device. No issues at all.,Positive,0.5544,0.631
Fantastic Assistant 8,"Very disappointing, too many ads.",Negative,-0.9497,0.5776
Ultimate Cleaner 2,Very useful and easy to use.,Positive,0.5506,0.8546
Ultimate Cleaner 2,The app is okay but could be better.,Neutral,-0.2397,0.5899
Ultimate Cleaner 2,This app keeps crashing on my device.,Negative,-0.8543,0.8982
Ultimate Cleaner 2,"It's just what you'd expect, nothing more.",Neutral,-0.2809,0.8552
Ultimate Cleaner 2,Didn't work as advertised. Uninstalled.,Negative,-0.8238,0.4215
Ultimate Cleaner 2,Best app in this category. Highly recommended!,Positive,0.8283,0.9432
Ultimate Cleaner 2,Very useful and easy to use.,Positive,0.7292,0.6661
Ultimate Cleaner 2,Very useful and easy to use.,Positive,0.7275,0.4047
Ultimate Cleaner 2,Great app! Love it!,Positive,0.9784,0.4077
Ultimate Cleaner 2,Great app! Love it!,Positive,0.9012,0.7693
Fantastic Planner 7,Works perfectly on my device. No issues at all.,Positive,0.6039,0.8602
Fantastic Planner 7,This app keeps crashing on my device.,Negative,-0.8913,0.534
Fantastic Planner 7,"Not bad, but not great either.",Neutral,0.2249,0.3978
Fantastic Planner 7,Not worth the download. Save your time.,Negative,-0.8299,0.4251
Fantastic Planner 7,I'm very satisfied with this app.,Positive,0.7128,0.3433
Fantastic Planner 7,Great app! Love it!,Positive,0.5377,0.9708
Fantastic Planner 7,Great app! Love it!,Positive,0.9536,0.7372
Fantastic Planner 7,Best app in this category. Highly recommended!,Positive,0.7508,0.9066
Fantastic Planner 7,Very frustrating experience using this app.,Negative,-0.943,0.3588
Fantastic Planner 7,This app is amazing. I use it every day.,Positive,0.9768,0.8485
Awesome Analyzer 8,Didn't work as advertised. Uninstalled.,Negative,-0.7943,0.8006
Awesome Analyzer 8,This app is amazing. I use it every day.,Positive,0.7128,0.9103
Awesome Analyzer 8,Best app in this category. Highly recommended!,Positive,0.5055,0.9204
Awesome Analyzer 8,This app is exactly what I was looking for!,Positive,0.9239,0.9047
Awesome Analyzer 8,The app is very helpful and well designed.,Positive,0.8954,0.7074
Awesome Analyzer 8,"Waste of money, don't buy it.",Negative,-0.7236,0.9774
Awesome Analyzer 8,"It's just what you'd expect, nothing more.",Neutral,0.2117,0.4708
Awesome Analyzer 8,Needs a lot of improvements.,Negative,-0.7339,0.9594
Awesome Analyzer 8,I'm having issues with the latest update.,Negative,-0.6442,0.9427
Awesome Analyzer 8,Best app in this category. Highly recommended!,Positive,0.7002,0.3083
Awesome Editor 5,Best app in this category. Highly recommended!,Positive,0.9003,0.6165
Awesome Editor 5,"Very disappointing, too many ads.",Negative,-0.9631,0.5001
Awesome Editor 5,Excellent features and intuitive interface.,Positive,0.5283,0.4189
Awesome Editor 5,Amazing performance and great UI.,Positive,0.8367,0.3128
Awesome Editor 5,Very frustrating experience using this app.,Negative,-0.5853,0.7869
Awesome Editor 5,The app is very helpful and well designed.,Positive,0.5427,0.6111
Awesome Editor 5,The app is very slow and buggy.,Negative,-0.8441,0.6106
Awesome Editor 5,The app is very helpful and well designed.,Positive,0.8629,0.6988
Awesome Editor 5,Excellent features and intuitive interface.,Positive,0.5138,0.8767
Awesome Editor 5,This app is amazing. I use it every day.,Positive,0.6186,0.5983
Quick Tracker 1,Poor customer support and too expensive.,Negative,-0.8812,0.6523
Quick Tracker 1,"Not bad, but not great either.",Neutral,0.3858,0.796
Quick Tracker 1,Amazing performance and great UI.,Positive,0.5262,0.5053
Quick Tracker 1,"Some features are good, others need work.",Neutral,0.0092,0.3653
Quick Tracker 1,Acceptable performance with some minor issues.,Neutral,-0.3387,0.5489
Quick Tracker 1,Very frustrating experience using this app.,Negative,-0.7679,0.3173
Quick Tracker 1,It's alright for occasional use.,Neutral,-0.34,0.3772
Quick Tracker 1,This app is amazing. I use it every day.,Positive,0.5777,0.3237
Quick Tracker 1,"It's just what you'd expect, nothing more.",Neutral,-0.3654,0.982
Quick Tracker 1,Best app in this category. Highly recommended!,Positive,0.906,0.4357
Fantastic Translator 4,Works perfectly on my device. No issues at all.,Positive,0.9903,0.9759
Fantastic Translator 4,The app is very helpful and well designed.,Positive,0.8676,0.4511
Fantastic Translator 4,The app is very slow and buggy.,Negative,-0.8393,0.8345
Fantastic Translator 4,It's alright for occasional use.,Neutral,-0.0686,0.984
Fantastic Translator 4,This app is exactly what I was looking for!,Positive,0.8733,0.692
Fantastic Translator 4,I'm having issues with the latest update.,Negative,-0.7837,0.4788
Fantastic Translator 4,Poor customer support and too expensive.,Negative,-0.8726,0.5135
Fantastic Translator 4,Works perfectly on my device. No issues at all.,Positive,0.6497,0.5263
Fantastic Translator 4,Very useful and easy to use.,Positive,0.7687,0.6109
Fantastic Translator 4,This app keeps crashing on my device.,Negative,-0.7264,0.6803
Amazing Assistant 7,Works well enough for my needs.,Neutral,-0.2339,0.9383
Amazing Assistant 7,Amazing performance and great UI.,Positive,0.7803,0.9869
Amazing Assistant 7,This app is exactly what I was looking for!,Positive,0.9615,0.6955
Amazing Assistant 7,Works perfectly on my device. No issues at all.,Positive,0.5211,0.7107
Amazing Assistant 7,I'm very satisfied with this app.,Positive,0.623,0.7042
Amazing Assistant 7,This app is exactly what I was looking for!,Positive,0.6441,0.436
Amazing Assistant 7,"It's just what you'd expect, nothing more.",Neutral,-0.2135,0.8412
Amazing Assistant 7,The app is very helpful and well designed.,Positive,0.8372,0.5826
Amazing Assistant 7,Not worth the download. Save your time.,Negative,-0.5278,0.3704
Amazing Assistant 7,This app is amazing. I use it every day.,Positive,0.6352,0.7849
Perfect Player 1,I'm very satisfied with this app.,Positive,0.6365,0.4188
Perfect Player 1,Very useful and easy to use.,Positive,0.5495,0.8307
Perfect Player 1,I'm very satisfied with this app.,Positive,0.5963,0.5493
Perfect Player 1,Very useful and easy to use.,Positive,0.9534,0.9984
Perfect Player 1,The app is very helpful and well designed.,Positive,0.9887,0.3365
Perfect Player 1,This app is amazing. I use it every day.,Positive,0.6507,0.4406
Perfect Player 1,Didn't work as advertised. Uninstalled.,Negative,-0.5822,0.3127
Perfect Player 1,This app keeps crashing on my device.,Negative,-0.8885,0.6679
Perfect Player 1,The app is very helpful and well designed.,Positive,0.7396,0.8101
Perfect Player 1,Best app in this category. Highly recommended!,Positive,0.8274,0.7794
Easy Recorder 7,Decent app but missing some key features.,Neutral,-0.3653,0.3465
Easy Recorder 7,Great app! Love it!,Positive,0.6809,0.4195
Easy Recorder 7,Not worth the download. Save your time.,Negative,-0.6483,0.4417
Easy Recorder 7,Didn't work as advertised. Uninstalled.,Negative,-0.713,0.319
Easy Recorder 7,Great app! Love it!,Positive,0.9975,0.9565
Easy Recorder 7,The app is very helpful and well designed.,Positive,0.9765,0.4973
Easy Recorder 7,Best app in this category. Highly recommended!,Positive,0.8634,0.961
Easy Recorder 7,Poor customer support and too expensive.,Negative,-0.6636,0.9472
Easy Recorder 7,The app is very slow and buggy.,Negative,-0.783,0.358
Easy Recorder 7,This app is exactly what I was looking for!,Positive,0.7651,0.4848
Quick Tracker 9,Very frustrating experience using this app.,Negative,-0.7312,0.7152
Quick Tracker 9,This app is exactly what I was looking for!,Positive,0.7721,0.863
Quick Tracker 9,This app is exactly what I was looking for!,Positive,0.5943,0.6931
Quick Tracker 9,Poor customer support and too expensive.,Negative,-0.7829,0.5711
Quick Tracker 9,Not worth the download. Save your time.,Negative,-0.8063,0.7387
Quick Tracker 9,Excellent features and intuitive interface.,Positive,0.7353,0.3652
Quick Tracker 9,Great app! Love it!,Positive,0.934,0.9505
Quick Tracker 9,Works perfectly on my device. No issues at all.,Positive,0.6178,0.9546
Quick Tracker 9,Acceptable performance with some minor issues.,Neutral,-0.1077,0.5778
Quick Tracker 9,This app keeps crashing on my device.,Negative,-0.575,0.9972
Premium Assistant 1,Very useful and easy to use.,Positive,0.8713,0.5495
Premium Assistant 1,Best app in this category. Highly recommended!,Positive,0.7778,0.8775
Premium Assistant 1,I'm very satisfied with this app.,Positive,0.7709,0.4538
Premium Assistant 1,"Waste of money, don't buy it.",Negative,-0.6624,0.4192
Premium Assistant 1,This app is exactly what I was looking for!,Positive,0.5161,0.6238
Premium Assistant 1,Very useful and easy to use.,Positive,0.9703,0.8331
Premium Assistant 1,The app is very slow and buggy.,Negative,-0.509,0.8487
Premium Assistant 1,Not worth the download. Save your time.,Negative,-0.883,0.5883
Premium Assistant 1,"Very disappointing, too many ads.",Negative,-0.8648,0.3326
Premium Assistant 1,This app is amazing. I use it every day.,Positive,0.8632,0.4452
Premium Notes 9,The app is very helpful and well designed.,Positive,0.6185,0.7855
Premium Notes 9,The app is okay but could be better.,Neutral,-0.2121,0.3702
